customer_id,customer_age,gender,country,acquisition_channel,product_tier,tenure_months,monthly_spend,login_freq_monthly,feature_adoption,support_tickets_6m,nps_score,payment_failures_6m,referrals_made,days_since_login,customer_feedback,clv_12m
CUST0006858,20,Female,DE,Social Media,Enterprise,27,687.9,13,0.278,0,,2,0,2,,8435.15
CUST0001909,31,Female,DE,Referral,Free,28,0.0,16,0.602,2,8.0,0,2,2,The basic features work well. The advanced ones feel unfinished.,0.0
CUST0005030,25,Female,US,Direct,Basic,13,9.8,7,0.49,0,2.0,0,1,10,Frustrated with constant login issues. Starting to look at alternatives.,126.22
CUST0002887,21,Male,UK,Organic Search,Free,22,0.0,15,0.39,4,10.0,0,0,4,cancelled my subscription last week. not what i expected.,0.0
CUST0001607,29,Non-Binary,CA,Email Campaign,Free,26,0.0,14,0.085,2,4.0,0,0,3,Thinking about cancelling. Too many bugs and support is slow.,3.75
CUST0000447,29,Female,AU,Social Media,Free,22,0.0,17,0.698,0,10.0,0,0,1,Been using this for 22 months and it keeps getting better. Highly recommend.,0.0
CUST0006120,35,Female,UK,Email Campaign,Pro,1,,11,0.614,1,8.0,0,0,13,Love this product... It has completely changed how I manage my finances...,1407.67
CUST0000126,45,Male,US,Direct,Pro,18,115.82,7,0.655,1,2.0,0,1,7,Way too expensive for what you get. Downgrading to the free tier.,1380.64
CUST0001359,27,Female,US,Email Campaign,Pro,4,107.07,6,0.702,2,2.0,0,1,7,frustrated with constant login issues. starting to look at alternatives.,1345.49
CUST0006157,63,Male,US,Social Media,Free,76,0.0,11,0.07,0,3.0,0,2,11,Thinking about cancelling... Too many bugs and support is slow...,7.05
CUST0006390,45,Female,IN,Referral,Enterprise,1,,11,0.337,3,,2,0,9,,5961.54
CUST0002829,50,Male,AU,Organic Search,Enterprise,6,546.28,9,0.404,1,7.0,0,0,5,Not bad. I'd like to see more integrations added.,8309.29
CUST0005092,24,Male,IN,Referral,Free,14,0.0,12,0.407,1,6.0,0,0,11,decent product for the price. a few bugs here and there.,4.66
CUST0000496,52,Male,US,Organic Search,Basic,40,25.36,9,0.415,1,2.0,2,0,10,three billing errors in six months. their accounting team is a mess.,204.12
CUST0006107,53,Male,AU,Organic Search,Basic,7,18.45,9,0.491,3,0.0,0,0,9,The app crashes regularly. Completely unreliable for actual financial work.,201.01
CUST0005821,21,Female,US,Organic Search,Free,7,0.0,11,0.275,0,6.0,0,0,9,Decent product for the price. A few bugs here and there.,0.0
CUST0005544,42,Female,BR,Direct,Free,26,0.0,12,0.419,2,7.0,0,0,3,Decent product for the price. A few bugs here and there.,1.61
CUST0004148,44,Female,UK,Paid Ads,Basic,4,44.79,6,0.629,3,8.0,0,1,19,Cancelled my subscription last week... Not what I expected...,566.85
CUST0006010,43,Female,AU,Social Media,Basic,10,35.83,11,0.253,1,8.0,0,0,9,The dashboard is intuitive and the reports save me hours every month.,425.07
CUST0002177,42,Male,US,Organic Search,Free,21,0.0,15,,0,4.0,0,0,0,Not worth the price. The competitor offers more for less.,0.0
CUST0003054,41,Female,US,Direct,Pro,11,196.14,12,0.674,0,4.0,0,0,19,Thinking about cancelling. Too many bugs and support is slow.,2163.35
CUST0001165,33,Female,SG,Email Campaign,Pro,3,108.39,12,0.251,3,10.0,0,0,5,Had 3 support tickets in the last few months and issues are still open.,1117.58
CUST0002878,41,Male,IN,Social Media,Basic,29,10.43,14,0.238,1,6.0,0,0,3,Decent product for the price... A few bugs here and there...,112.76
CUST0000562,25,Female,DE,Paid Ads,Free,4,0.0,19,0.621,3,9.0,0,1,21,Thinking about cancelling. Too many bugs and support is slow.,0.0
CUST0005562,38,Male,CA,Social Media,Basic,1,,8,0.677,1,7.0,0,0,1,The basic features work well... The advanced ones feel unfinished...,231.29
CUST0003660,32,Male,FR,Organic Search,Free,43,0.0,15,0.202,0,10.0,0,1,7,Great product. The new features they added last quarter are excellent.,0.0
CUST0002331,46,Female,SG,Social Media,Basic,12,32.66,17,0.451,0,7.0,0,0,11,Not bad. I'd like to see more integrations added.,349.78
CUST0003077,48,Male,US,Social Media,Basic,11,46.73,9,0.265,1,9.0,0,0,5,The dashboard is intuitive and the reports save me hours every month.,550.74
CUST0006161,41,Female,CA,Email Campaign,Enterprise,25,298.19,16,0.516,2,7.0,0,1,19,the basic features work well. the advanced ones feel unfinished.,6023.01
CUST0005979,40,Non-Binary,BR,Paid Ads,Pro,28,56.98,13,0.25,0,7.0,0,0,5,the basic features work well. the advanced ones feel unfinished.,591.94
CUST0004350,18,Female,SG,Direct,Free,1,,14,0.187,0,10.0,1,0,7,The dashboard is intuitive and the reports save me hours every month.,0.0
CUST0004687,29,Male,US,Email Campaign,Basic,5,22.91,5,0.79,0,9.0,0,1,11,"Honestly the best fintech app I've tried. Clean interface, reliable data.",306.89
CUST0005588,27,Female,US,Social Media,Free,3,0.0,16,0.39,0,8.0,1,0,8,Love this product. It has completely changed how I manage my finances.,2.93
CUST0004747,40,Female,US,Paid Ads,Pro,8,46.09,17,0.233,3,1.0,1,0,7,Had 8 support tickets in the last few months and issues are still open.,337.56
CUST0006018,38,Male,US,Organic Search,Basic,9,47.4,11,0.669,3,4.0,1,0,13,Thinking about cancelling. Too many bugs and support is slow.,397.63
CUST0003321,27,Female,UK,Direct,Basic,22,10.66,5,0.263,1,5.0,0,0,13,The basic features work well. The advanced ones feel unfinished.,122.37
CUST0003395,28,Male,CA,Paid Ads,Pro,66,169.31,20,0.458,1,6.0,0,3,10,Average experience... The mobile app needs work...,2641.38
CUST0005471,37,Male,US,Paid Ads,Pro,7,106.83,12,0.463,3,4.0,0,0,2,Not worth the price... The competitor offers more for less...,1030.92
CUST0003834,47,Male,US,Organic Search,Basic,1,,10,0.633,1,9.0,1,0,4,The dashboard is intuitive and the reports save me hours every month.,478.39
CUST0002241,40,Male,UK,Organic Search,Pro,15,41.08,12,0.772,0,8.0,3,0,22,Renewal was automatic and seamless. Happy to stay on the Pro plan.,341.8
CUST0003202,53,Male,UK,Social Media,Pro,1,,16,0.081,0,5.0,0,0,19,Used it for 1 months now. Hasn't wowed me but gets the job done.,964.96
CUST0003787,36,Female,AU,Referral,Basic,82,45.65,12,0.313,2,5.0,0,0,20,"It's fine. Does what it says, nothing special.",493.63
CUST0003119,24,Male,AU,Paid Ads,Basic,4,13.32,9,0.225,0,10.0,2,1,2,The dashboard is intuitive and the reports save me hours every month.,137.31
CUST0000267,41,Female,US,Paid Ads,Pro,22,52.13,11,0.486,0,3.0,1,1,7,Frustrated with constant login issues. Starting to look at alternatives.,577.61
CUST0005018,28,Female,CA,Email Campaign,Pro,13,180.37,12,0.292,2,10.0,0,1,19,Decent product for the price. A few bugs here and there.,2375.51
CUST0000366,23,Female,SG,Social Media,Basic,38,25.2,9,0.102,4,6.0,0,1,8,Frustrated with constant login issues. Starting to look at alternatives.,274.27
CUST0005700,18,Female,AU,Direct,Free,29,0.0,13,,0,5.0,0,2,54,Customer service was polite but couldn't fix my problem on the first try.,0.0
CUST0006257,24,Female,US,Paid Ads,Pro,2,123.36,5,0.387,2,8.0,3,1,5,used it for 2 months now. hasn't wowed me but gets the job done.,1099.42
CUST0003987,27,Male,FR,Referral,Pro,12,118.09,10,0.306,3,9.0,0,0,4,Exported my data and moving to a competitor. Disappointing experience.,1291.76
CUST0002257,34,Male,SG,Organic Search,Enterprise,32,270.98,13,0.128,0,2.0,1,1,8,Way too expensive for what you get. Downgrading to the free tier.,5220.49
CUST0002044,50,Female,DE,Organic Search,Pro,16,129.68,14,0.664,4,8.0,1,0,12,Thinking about cancelling. Too many bugs and support is slow.,1265.14
CUST0002000,44,Female,DE,Referral,Basic,14,20.11,16,0.266,0,9.0,0,1,7,The dashboard is intuitive and the reports save me hours every month.,258.23
CUST0004586,36,Non-Binary,CA,Referral,Basic,30,27.89,14,0.304,1,10.0,0,0,10,Been using this for 30 months and it keeps getting better. Highly recommend.,305.13
CUST0002806,32,Non-Binary,US,Referral,Pro,10,98.33,13,0.717,0,8.0,0,3,20,Switched from a competitor and never looked back. Much better value.,1609.58
CUST0002357,51,Female,DE,Social Media,Free,41,0.0,9,0.286,1,8.0,0,2,16,"Honestly the best fintech app I've tried. Clean interface, reliable data.",4.36
CUST0004030,55,Female,BR,Organic Search,Pro,2,79.78,10,0.551,0,9.0,0,1,0,Been using this for 2 months and it keeps getting better. Highly recommend.,1048.39
CUST0001508,39,Female,SG,Referral,Basic,4,17.07,16,0.108,2,6.0,2,0,10,The basic features work well. The advanced ones feel unfinished.,135.93
CUST0002756,60,Male,IN,Social Media,Free,61,0.0,8,0.523,0,0.0,1,2,4,Thinking about cancelling... Too many bugs and support is slow...,0.0
CUST0001966,35,Male,BR,Paid Ads,Pro,2,151.63,12,0.212,1,8.0,0,0,6,Five stars... Does exactly what it promises and the team listens to feedback...,1758.51
CUST0001373,36,Female,CA,Paid Ads,Basic,25,32.39,13,0.543,0,8.0,0,1,6,Great product. The new features they added last quarter are excellent.,420.34
CUST0004778,33,Female,UK,Referral,Enterprise,3,129.96,12,0.282,0,4.0,1,0,8,Cancelled my subscription last week. Not what I expected.,3581.81
CUST0006861,36,Male,US,Paid Ads,Enterprise,3,349.75,9,0.167,1,10.0,0,3,1,Switched from a competitor and never looked back. Much better value.,7884.17
CUST0005538,50,Female,US,Email Campaign,Free,16,0.0,16,0.316,3,8.0,0,0,0,The app crashes regularly. Completely unreliable for actual financial work.,0.0
CUST0000104,25,Male,US,Referral,Free,10,0.0,19,0.219,0,,0,1,5,,10.67
CUST0001342,18,Female,IN,Direct,free,26,587.74,13,0.273,1,9.0,3,0,6,Five stars. Does exactly what it promises and the team listens to feedback.,6679.21
CUST0006340,18,Female,DE,Direct,Basic,10,31.1,11,0.338,0,8.0,0,1,6,switched from a competitor and never looked back. much better value.,386.53
CUST0004746,21,Female,SG,Direct,Pro,22,68.05,15,0.33,0,7.0,0,0,10,"It's fine. Does what it says, nothing special.",702.15
CUST0004175,22,Female,UK,Organic Search,Basic,2,11.65,5,0.324,5,,0,0,13,,116.46
CUST0006768,18,Male,BR,Paid Ads,Basic,18,26.52,17,0.283,2,8.0,2,0,0,Not bad. I'd like to see more integrations added.,217.84
CUST0002991,37,Female,US,Referral,Free,12,0.0,11,0.505,1,8.0,1,0,3,Renewal was automatic and seamless. Happy to stay on the Pro plan.,3.07
CUST0006501,25,Male,AU,Paid Ads,Free,5,0.0,12,0.693,0,7.0,0,0,1,Some features are behind a paywall that feels excessive.,0.0
CUST0000917,18,Male,US,Direct,Free,55,0.0,9,0.334,2,3.0,0,1,3,Thinking about cancelling. Too many bugs and support is slow.,0.0
CUST0005322,32,Female,MX,Organic Search,Basic,63,23.59,14,0.295,1,4.0,0,1,9,Frustrated with constant login issues. Starting to look at alternatives.,300.25
CUST0001987,29,Non-Binary,UK,Paid Ads,Pro,2,92.32,10,0.724,1,9.0,1,1,2,The dashboard is intuitive and the reports save me hours every month.,1138.83
CUST0002597,24,Male,US,Direct,Free,9,0.0,15,0.872,0,2.0,0,3,22,three billing errors in six months. their accounting team is a mess.,13.63
CUST0006335,46,Male,DE,Email Campaign,Free,14,0.0,14,0.068,0,8.0,0,3,9,Renewal was automatic and seamless. Happy to stay on the Pro plan.,13.05
CUST0004831,36,Female,AU,Paid Ads,Free,21,0.0,12,0.624,3,9.0,2,0,0,Three billing errors in six months. Their accounting team is a mess.,0.0
CUST0003134,50,Female,US,Referral,Basic,1,,8,0.442,3,9.0,0,0,0,Cancelled my subscription last week. Not what I expected.,512.48
CUST0001842,39,Female,IN,Referral,Enterprise,9,644.55,11,0.109,2,5.0,0,0,3,The basic features work well... The advanced ones feel unfinished...,9110.55
CUST0004098,31,Male,SG,Social Media,Pro,10,64.59,16,0.282,0,9.0,1,1,12,Been using this for 10 months and it keeps getting better. Highly recommend.,739.75
CUST0005286,40,Male,US,Organic Search,Free,10,0.0,12,0.57,5,6.0,0,0,11,The app crashes regularly. Completely unreliable for actual financial work.,10.04
CUST0000784,53,Male,AU,Paid Ads,Enterprise,31,688.07,9,0.133,0,,0,1,8,,11215.84
CUST0002424,34,Male,SG,Social Media,Pro,62,82.01,14,0.592,1,9.0,0,2,21,Renewal was automatic and seamless. Happy to stay on the Pro plan.,1191.81
CUST0001313,18,Female,UK,Paid Ads,Basic,1,,15,0.585,3,6.0,0,1,13,Cancelled my subscription last week... Not what I expected...,425.21
CUST0002047,39,Female,US,Organic Search,Enterprise,27,163.81,9,0.483,0,7.0,0,4,5,Used it for 27 months now. Hasn't wowed me but gets the job done.,5111.63
CUST0002078,25,Female,IN,Organic Search,Pro,2,128.51,17,0.313,2,,0,2,4,,1861.68
CUST0005653,20,Female,IN,Paid Ads,Free,27,0.0,10,0.228,1,10.0,0,0,3,Great product. The new features they added last quarter are excellent.,0.0
CUST0006628,47,Female,UK,Email Campaign,Basic,3,22.35,8,0.22,2,9.0,0,1,0,"It's fine. Does what it says, nothing special.",303.39
CUST0004359,22,Female,DE,Social Media,Basic,1,,18,0.354,0,10.0,0,0,19,Been using this for 1 months and it keeps getting better. Highly recommend.,207.8
CUST0003774,40,Female,CA,Social Media,Free,54,0.0,13,0.195,0,6.0,0,2,14,Used it for 54 months now. Hasn't wowed me but gets the job done.,5.35
CUST0001279,55,Female,CA,Social Media,Free,29,0.0,6,0.051,0,6.0,0,0,23,Some features are behind a paywall that feels excessive.,0.0
CUST0004994,38,Male,CA,Social Media,Free,50,0.0,15,0.293,0,8.0,0,4,1,Great product. The new features they added last quarter are excellent.,0.93
CUST0005080,18,Male,US,Paid Ads,Basic,10,8.66,12,0.16,2,8.0,0,0,1,the basic features work well. the advanced ones feel unfinished.,105.22
CUST0002113,51,Male,US,Direct,Basic,29,17.7,12,0.392,0,4.0,0,0,2,Exported my data and moving to a competitor. Disappointing experience.,158.38
CUST0003853,48,Female,BR,Social Media,Basic,11,38.07,10,0.165,2,5.0,0,0,35,Works okay most of the time. Had a couple of outages last month.,302.68
CUST0003194,34,Female,FR,Paid Ads,Basic,14,35.94,14,0.455,3,2.0,0,0,3,Three billing errors in six months... Their accounting team is a mess...,358.88
CUST0005048,39,Male,IN,Email Campaign,Basic,13,36.88,14,,1,1.0,3,2,1,Had 13 support tickets in the last few months and issues are still open.,340.94
CUST0000197,18,Female,UK,Referral,Basic,7,19.34,22,0.073,3,6.0,0,2,10,Not worth the price. The competitor offers more for less.,231.87
CUST0006972,29,Female,US,Referral,Pro,9,74.89,9,0.107,1,6.0,0,1,7,Used it for 9 months now. Hasn't wowed me but gets the job done.,930.0
CUST0000625,48,Female,US,Email Campaign,Enterprise,10,552.31,13,0.623,0,7.0,0,1,3,"It's fine. Does what it says, nothing special.",9303.64
CUST0002842,52,Male,US,Paid Ads,Free,75,0.0,9,0.393,0,8.0,0,2,10,The dashboard is intuitive and the reports save me hours every month.,7.18
CUST0005937,52,Male,US,Paid Ads,Pro,17,98.5,6,0.843,3,9.0,0,1,10,Cancelled my subscription last week. Not what I expected.,1202.9
CUST0006190,37,Male,AU,Paid Ads,Pro,51,67.19,10,0.553,1,7.0,0,0,6,Support took a while to respond but eventually resolved my issue.,741.37
CUST0003663,32,Male,UK,Direct,Pro,12,99.63,10,0.115,2,10.0,1,0,4,The basic features work well... The advanced ones feel unfinished...,1011.36
CUST0003796,47,Female,US,Social Media,Enterprise,11,392.26,11,0.434,0,5.0,0,3,23,"it's fine. does what it says, nothing special.",8295.78
CUST0005534,48,Female,MX,Organic Search,Basic,1,,13,0.354,0,10.0,0,1,11,Switched from a competitor and never looked back. Much better value.,337.78
CUST0003053,40,Female,IN,Referral,Pro,5,87.85,9,0.423,1,10.0,1,0,4,"Honestly the best fintech app I've tried. Clean interface, reliable data.",893.06
CUST0002157,31,Male,UK,Paid Ads,Free,35,0.0,16,0.575,2,1.0,0,0,4,exported my data and moving to a competitor. disappointing experience.,0.0
CUST0001282,33,Female,UK,Referral,Basic,6,19.42,14,0.731,1,5.0,1,2,14,Customer service was polite but couldn't fix my problem on the first try.,245.82
CUST0002828,35,Female,US,Paid Ads,Enterprise,3,291.31,11,0.292,1,8.0,0,0,0,Renewal was automatic and seamless. Happy to stay on the Pro plan.,5665.16
CUST0004686,35,Female,UK,Paid Ads,Pro,7,108.34,8,0.444,0,9.0,0,1,4,Super easy to use and the customer support team is always helpful.,1468.79
CUST0003921,28,Male,UK,Organic Search,Pro,10,24.02,9,0.362,0,7.0,0,3,2,Support took a while to respond but eventually resolved my issue.,385.12
CUST0004860,35,Male,BR,Paid Ads,Basic,10,21.75,6,0.132,2,7.0,0,0,4,The basic features work well. The advanced ones feel unfinished.,238.84
CUST0004481,72,Female,US,Direct,Free,3,0.0,12,0.439,5,8.0,0,0,9,The app crashes regularly. Completely unreliable for actual financial work.,0.08
CUST0002508,37,Male,CA,Email Campaign,Pro,14,98.44,8,0.473,2,3.0,1,0,12,Exported my data and moving to a competitor. Disappointing experience.,931.47
CUST0002485,46,Male,UK,Paid Ads,Pro,25,70.42,15,0.603,1,2.0,0,1,15,Cancelled my subscription last week. Not what I expected.,871.35
CUST0002741,42,Male,US,Organic Search,Pro,2,45.97,21,0.186,0,10.0,0,1,15,love this product. it has completely changed how i manage my finances.,571.69
CUST0004557,18,Non-Binary,UK,Organic Search,Basic,6,18.86,6,0.236,0,9.0,0,0,0,Been using this for 6 months and it keeps getting better. Highly recommend.,200.53
CUST0001181,51,Female,IN,Direct,Enterprise,29,323.46,10,0.46,2,8.0,0,0,4,Used it for 29 months now. Hasn't wowed me but gets the job done.,6234.88
CUST0005049,43,Female,UK,Email Campaign,Basic,3,42.22,14,0.371,3,8.0,0,1,2,way too expensive for what you get. downgrading to the free tier.,523.65
CUST0000002,46,Female,BR,Paid Ads,Basic,13,21.02,9,0.071,0,9.0,0,0,9,Five stars. Does exactly what it promises and the team listens to feedback.,231.85
CUST0001575,46,Non-Binary,BR,Email Campaign,Basic,8,85.48,9,0.809,0,7.0,0,0,0,Support took a while to respond but eventually resolved my issue.,959.88
CUST0005774,28,Male,US,Email Campaign,Pro,16,70.88,11,0.413,4,8.0,0,2,11,exported my data and moving to a competitor. disappointing experience.,953.3
CUST0001522,46,Male,CA,Social Media,Basic,13,32.77,14,0.349,2,10.0,0,3,4,Average experience. The mobile app needs work.,560.82
CUST0003156,25,Female,UK,Organic Search,Free,1,,5,0.603,0,7.0,0,0,8,Used it for 1 months now. Hasn't wowed me but gets the job done.,0.0
CUST0004100,43,Male,CA,Organic Search,Pro,57,151.06,11,0.52,1,7.0,0,0,8,works okay most of the time. had a couple of outages last month.,1636.42
CUST0005099,34,Male,US,Direct,Pro,44,76.45,12,0.104,2,6.0,0,0,5,decent product for the price. a few bugs here and there.,784.7
CUST0005067,41,Male,IN,Organic Search,Basic,5,21.01,15,0.259,3,6.0,0,1,3,way too expensive for what you get. downgrading to the free tier.,242.45
CUST0000341,51,Male,FR,Direct,Basic,14,28.0,14,0.37,4,10.0,0,1,3,Poor customer service. Was on hold for 45 minutes and no resolution.,329.87
CUST0002641,59,Female,CA,Paid Ads,Basic,7,26.6,9,0.35,6,8.0,0,0,3,Exported my data and moving to a competitor. Disappointing experience.,290.71
CUST0001752,38,Female,DE,Referral,Basic,2,28.1,10,0.237,0,7.0,1,1,9,Some features are behind a paywall that feels excessive.,281.51
CUST0001368,33,Female,DE,Social Media,Basic,26,18.77,9,0.543,1,,2,3,34,,195.98
CUST0004922,41,Male,FR,Referral,Basic,4,50.94,14,0.492,1,,0,0,0,,562.52
CUST0000937,43,Female,SG,Paid Ads,Free,9,0.0,9,0.199,2,7.0,2,0,9,Not bad. I'd like to see more integrations added.,0.0
CUST0005009,35,Female,AU,Organic Search,Free,19,0.0,9,0.771,0,9.0,0,0,0,The dashboard is intuitive and the reports save me hours every month.,0.0
CUST0006330,37,Male,UK,Social Media,Pro,6,76.85,11,0.346,0,2.0,0,0,14,Way too expensive for what you get. Downgrading to the free tier.,838.64
CUST0003557,52,Female,CA,Organic Search,Pro,8,228.82,10,0.14,6,,1,1,14,,2467.76
CUST0005493,18,Female,US,Email Campaign,Basic,17,8.42,10,,0,8.0,0,2,3,Five stars. Does exactly what it promises and the team listens to feedback.,149.2
CUST0006761,24,Female,US,Direct,Basic,37,53.24,10,0.348,1,6.0,0,0,1,Decent product for the price. A few bugs here and there.,572.78
CUST0003348,50,Male,US,Organic Search,Basic,18,10.39,10,0.726,1,,1,2,14,,157.15
CUST0002389,18,Male,UK,Social Media,Enterprise,9,269.56,10,0.285,0,4.0,0,0,19,Way too expensive for what you get. Downgrading to the free tier.,5235.47
CUST0004744,38,Female,IN,Organic Search,Basic,6,17.12,14,0.073,3,7.0,0,1,15,Poor customer service. Was on hold for 45 minutes and no resolution.,183.55
CUST0005014,45,Female,US,Paid Ads,Pro,7,100.05,8,0.29,1,6.0,0,2,8,Used it for 7 months now. Hasn't wowed me but gets the job done.,1340.82
CUST0006869,33,Female,UK,Organic Search,Free,50,0.0,17,0.18,2,8.0,0,0,2,Works okay most of the time. Had a couple of outages last month.,7.96
CUST0001852,42,Female,US,Direct,Basic,10,28.49,10,0.813,1,9.0,0,0,2,The dashboard is intuitive and the reports save me hours every month.,377.26
CUST0005906,41,Male,IN,Direct,Basic,13,16.37,14,0.429,2,4.0,0,1,7,Exported my data and moving to a competitor. Disappointing experience.,199.95
CUST0005368,30,Male,UK,Social Media,Basic,7,12.73,13,0.275,4,10.0,0,1,1,Exported my data and moving to a competitor. Disappointing experience.,146.41
CUST0003334,52,Female,US,Organic Search,Pro,22,108.33,17,0.515,2,7.0,0,0,1,Support took a while to respond but eventually resolved my issue.,1104.28
CUST0003871,21,Male,US,Social Media,Free,10,0.0,16,0.611,0,7.0,1,0,5,The basic features work well. The advanced ones feel unfinished.,0.0
CUST0002683,34,Male,SG,Organic Search,Basic,4,26.9,12,0.37,0,,0,2,5,,360.25
CUST0001314,36,Male,IN,Organic Search,Basic,47,18.1,8,0.506,4,7.0,0,2,1,Three billing errors in six months. Their accounting team is a mess.,218.96
CUST0001874,22,Non-Binary,SG,Social Media,Pro,4,39.43,14,0.128,0,9.0,0,4,4,The Pro plan is worth every penny. ROI was clear within weeks.,683.77
CUST0005717,29,Female,US,Email Campaign,Pro,1,,17,0.787,0,,0,0,4,,1635.79
CUST0003609,34,Male,AU,Email Campaign,Free,1,,16,0.607,1,10.0,0,0,7,Five stars. Does exactly what it promises and the team listens to feedback.,0.19
CUST0000497,28,Male,MX,Direct,Free,50,0.0,20,0.225,0,10.0,0,2,9,Love this product. It has completely changed how I manage my finances.,7.63
CUST0000541,31,Male,US,Organic Search,Basic,13,22.59,6,0.763,2,6.0,1,0,10,Support took a while to respond but eventually resolved my issue.,207.48
CUST0006393,18,Non-Binary,US,Direct,Basic,20,46.73,7,0.537,3,0.0,0,0,19,cancelled my subscription last week. not what i expected.,442.73
CUST0005037,27,Female,CA,Paid Ads,Basic,10,25.12,10,0.727,3,9.0,0,4,19,Three billing errors in six months. Their accounting team is a mess.,425.7
CUST0001698,42,Female,MX,Paid Ads,Free,16,0.0,14,0.505,3,10.0,0,1,13,Poor customer service. Was on hold for 45 minutes and no resolution.,16.22
CUST0001105,41,Male,AU,Organic Search,Free,21,0.0,12,0.103,0,10.0,0,0,7,Switched from a competitor and never looked back. Much better value.,0.0
CUST0005609,49,Male,AU,Direct,Basic,12,13.47,6,0.296,1,,1,3,5,,204.23
CUST0004619,38,Female,SG,Referral,Basic,12,24.65,11,0.582,0,8.0,3,0,11,Super easy to use and the customer support team is always helpful.,174.45
CUST0005058,25,Female,US,Paid Ads,Free,22,0.0,10,0.272,0,7.0,0,0,21,Customer service was polite but couldn't fix my problem on the first try.,29.0
CUST0006554,18,Female,US,Social Media,Pro,74,73.15,18,0.256,2,8.0,2,1,3,Support took a while to respond but eventually resolved my issue.,737.96
CUST0001011,42,Male,US,Referral,Free,2,0.0,9,0.556,0,,0,0,1,,0.0
CUST0002153,37,Female,US,Organic Search,Pro,4,61.73,17,0.575,1,10.0,0,1,20,Love this product. It has completely changed how I manage my finances.,831.67
CUST0006826,32,Female,US,Referral,Free,10,0.0,13,0.313,2,8.0,0,0,4,The basic features work well. The advanced ones feel unfinished.,0.0
CUST0004057,44,Male,DE,Organic Search,Basic,1,,7,0.404,4,6.0,0,1,2,The app crashes regularly. Completely unreliable for actual financial work.,651.79
CUST0005930,28,Male,AU,Social Media,Enterprise,6,294.68,12,0.199,2,8.0,1,1,14,"it's fine. does what it says, nothing special.",5746.28
CUST0005148,27,Non-Binary,UK,Paid Ads,Basic,20,19.59,11,0.654,0,4.0,0,1,2,way too expensive for what you get. downgrading to the free tier.,240.45
CUST0000067,22,Male,US,Direct,Basic,11,26.16,9,0.217,0,6.0,2,1,5,Customer service was polite but couldn't fix my problem on the first try.,243.71
CUST0000385,50,Female,UK,Direct,Basic,39,35.39,6,0.307,0,5.0,0,4,3,The basic features work well... The advanced ones feel unfinished...,569.26
CUST0005229,18,Female,DE,Email Campaign,Basic,18,37.31,13,0.21,1,2.0,0,0,8,Exported my data and moving to a competitor. Disappointing experience.,371.39
CUST0006516,54,Male,US,Email Campaign,Pro,53,158.96,15,0.321,1,3.0,1,0,2,Not worth the price. The competitor offers more for less.,1439.85
CUST0005083,19,Male,US,Paid Ads,Basic,22,15.02,16,0.13,0,,0,1,4,,178.14
CUST0001843,45,Male,US,Referral,Pro,12,96.49,15,0.268,0,8.0,0,2,17,The dashboard is intuitive and the reports save me hours every month.,1378.12
CUST0002562,36,Female,AU,Organic Search,Enterprise,10,574.79,8,0.554,3,8.0,0,1,2,Way too expensive for what you get. Downgrading to the free tier.,9610.76
CUST0005158,29,Female,US,Direct,Free,3,0.0,15,0.545,2,8.0,0,1,1,support took a while to respond but eventually resolved my issue.,12.19
CUST0006982,51,Female,CA,Referral,Free,1,,10,0.479,0,8.0,0,0,6,Great product. The new features they added last quarter are excellent.,0.0
CUST0002604,59,Non-Binary,US,Organic Search,Pro,31,85.52,9,0.103,0,6.0,1,3,9,Used it for 31 months now. Hasn't wowed me but gets the job done.,1088.52
CUST0002886,24,Female,UK,Organic Search,Pro,39,230.16,14,0.399,1,8.0,0,1,0,five stars. does exactly what it promises and the team listens to feedback.,3051.03
CUST0001207,19,Female,UK,Referral,Enterprise,26,462.22,10,0.532,2,5.0,3,0,0,Average experience. The mobile app needs work.,5366.59
CUST0001217,29,Male,US,Social Media,Basic,19,16.73,15,0.113,0,,0,2,0,,245.84
CUST0003450,29,Male,US,Referral,Basic,20,51.32,15,0.195,0,8.0,0,2,8,Switched from a competitor and never looked back. Much better value.,735.98
CUST0003084,37,Male,US,Direct,Pro,4,33.98,15,0.378,4,9.0,1,0,12,Not worth the price. The competitor offers more for less.,305.4
CUST0003646,34,Male,US,Social Media,Basic,4,36.98,10,0.267,3,10.0,0,1,10,Three billing errors in six months. Their accounting team is a mess.,433.05
CUST0003583,55,Female,US,Organic Search,Basic,2,19.5,18,0.69,1,1.0,0,1,1,The app crashes regularly. Completely unreliable for actual financial work.,250.7
CUST0004603,37,Female,IN,Email Campaign,Basic,14,14.25,9,0.384,0,9.0,0,0,31,The Pro plan is worth every penny... ROI was clear within weeks...,153.43
CUST0004952,33,Female,FR,Paid Ads,Pro,21,96.13,10,0.372,0,,0,0,0,,1013.7
CUST0002056,26,Female,US,Social Media,Free,3,0.0,13,0.646,0,,3,0,31,,0.0
CUST0004130,35,Male,US,Referral,Basic,2,27.83,9,0.773,0,1.0,0,1,9,Not worth the price. The competitor offers more for less.,329.21
CUST0006983,42,Female,US,Email Campaign,enterprise,35,146.96,10,0.172,2,7.0,0,0,1,Not bad. I'd like to see more integrations added.,3894.52
CUST0006373,30,Male,US,Email Campaign,Pro,1,,10,0.574,1,0.0,1,0,7,Not worth the price. The competitor offers more for less.,581.11
